LS_Pred,Crash cause
2.450892715641995,4
1.8906877835551879,0
0.4592297746657181,4
1.966140364637001,2
1.855213465616866,2
2.0274594752689743,4
1.7905217927954038,5
1.9989288771077476,4
1.6854863929159696,4
2.1701082301362886,1
1.925426977508031,4
2.5308111005699008,4
2.1152589382633518,4
0.8158982894500002,4
1.8933420241639292,4
2.005014279126489,4
1.7465417799459924,2
1.8728424697651591,4
1.9476945940966046,4
1.841552056544287,4
1.866865184337089,4
2.1026241240602905,4
2.005014279126489,0
1.9600395127834123,5
2.1026241240602905,2
1.649314073529116,4
2.5901843705396836,4
2.013929471294834,4
2.2600285877053077,0
2.2474718564605447,4
1.733476657179275,4
2.330288003293407,4
1.8671142225545214,2
1.8564657400274998,0
1.7078327933448314,4
1.557495170298524,0
2.3639304676686574,4
1.7923456212912452,2
1.7827616998534743,0
1.6716857320215728,2
2.1645029202879496,2
1.6944974418070868,2
2.010906245842108,2
2.201094717158279,2
1.5968869325853978,4
1.6755064748483366,5
1.9576268701383726,4
1.5365083443128875,4
1.51725800700101,4
2.1582419549902023,4
2.0091868358913816,4
2.01679410039189,4
2.161859858797458,4
2.0081585348653768,5
1.9689778746089495,4
1.5135375123400365,4
1.9575145231304627,4
2.263465066789017,4
2.3238038640929704,2
2.5964786675468723,4
1.310164089331746,0
1.6517117532058916,4
2.2185724091451493,4
1.6894088176349573,2
1.936342951444993,4
2.3348682378683017,2
2.0273372470923303,2
1.607796495488361,4
2.5471445912573514,4
1.9986274022565842,4
1.8139324012220501,2
2.163356904403536,4
2.0127937320225753,2
0.5086056530118139,4
2.503044909803817,0
1.949170913127772,0
2.5538322670538576,4
2.0145878293106168,5
1.9862356937729209,2
1.8942339598487956,4
2.047614711830886,4
2.0273372470923303,4
1.918677832909096,0
2.5459865353653997,4
2.0689590569134566,4
2.1333734551520354,4
1.7456578525492628,4
2.115771572119378,4
1.84017835994577,4
2.2122640550194466,4
2.1992571128116327,2
2.0395094496209323,4
2.0948239663885437,2
1.9915058409940478,2
1.796178376028793,4
2.0006552338454116,5
1.6495402414617062,4
1.995431059389845,2
2.0334754390399725,5
1.9610549199502296,0
2.115087438644907,4
2.4768347801243,0
2.325494166064809,5
2.5238853967615293,4
1.6197183245752984,4
1.652731899083533,2
1.6851962051546532,5
2.122801023876827,4
1.6851962051546532,2
2.228254089668739,2
2.2325383429682533,5
1.8161818309948266,4
2.0263307865542304,0
2.3581105201614507,4
1.0359404750431898,0
2.2203129451679775,4
1.3343375351713538,4
1.609562977273915,5
1.5771287000951233,4
2.3701828817917545,4
2.574033471404387,5
2.25381744698618,4
0.7571610966832132,4
1.682846215172948,4
1.6851962051546532,4
1.988184995517213,4
2.321696136654287,2
2.0449303073996155,2
2.021754591469038,5
2.1939706359745332,4
2.1809259320735177,0
1.1350939594102647,4
2.2204291093252237,5
2.003066974161107,2
2.0005537663301958,5
1.779322552284248,4
0.9128015690628781,4
1.717592988589117,4
2.1113125345766757,0
1.977784166465295,4
2.2767164067417887,4
1.9773550255224759,4
1.5636202619626822,5
2.0011820552413924,2
1.8813953891786563,4
2.5188973372306336,1
2.003359007057221,2
1.9802548249080754,4
1.6038033235183065,4
2.338591095818782,2
1.9667510143353892,4
1.6522881927286137,4
1.9423705281523018,4
2.1033333999385273,4
1.8812459408777649,0
2.381990231974275,4
1.6661233634461525,2
1.953168999946995,5
2.003066974161107,2
2.373543114797173,4
1.6051839145872742,4
2.089044533015624,4
1.6364259185598875,5
2.062581565897229,2
1.794371980359691,4
1.7577991322607789,4
1.706744048320132,2
2.229136794233865,5
2.1900747134329377,4
2.006124003330497,4
2.023861208784645,2
1.709123653926263,4
2.0273372470923303,5
1.6226770778572885,0
2.5072217209800574,0
2.168693930283578,4
1.8181445323786458,4
1.9529348633938877,2
2.028009502063872,0
1.889251886447949,4
2.035224197096206,4
2.163687177302565,4
1.894417139217797,5
1.653258722085847,4
2.0190680639513348,4
1.7526581886722061,2
1.9419866955943932,5
1.8185850545626965,2
2.3827236010341393,2
1.712607156960618,4
2.0280706161521946,2
1.8098013470160528,2
1.4643933150146156,4
1.9951161540691913,1
1.8882803878600232,2
1.8335200975121855,4
1.635725028463398,4
1.9904222864994643,4
1.9565112905065418,4
1.7930621365417898,1
2.5926359447092544,2
1.1859016235720616,4
1.9934766196581752,2
2.058793059296226,4
2.2735977948581105,2
1.490394935546802,2
2.3802157885024333,0
2.497046565419971,0
1.8786989232915516,0
2.2110108411300815,4
2.0507820799880707,2
1.4989292858929848,5
2.033473515239277,4
2.4266397354536173,2
2.0324052859222395,2
2.41252739882426,4
1.445727235225379,2
1.5974012736978338,2
2.436170417558018,4
2.2772087895937467,2
1.7919243638752254,2
1.8719447042253312,4
2.0139056808398594,4
2.005136507303133,4
2.105999967327163,2
1.6128034202299482,4
2.3943058729986233,4
1.902346783934492,4
2.0651392931565886,2
1.7660817368462118,4
2.194499755176982,4
2.1662345886606844,4
2.023861208784645,4
1.9428792149821894,0
1.8175758558769406,4
2.0275817034456183,0
2.092694294680731,4
2.071701441615721,0
1.6594663627521755,4
1.5480527139781866,5
2.0307031038141856,1
2.5707226647514556,2
1.8039005005730646,2
2.5342221449176794,4
2.465148008090263,4
1.936342951444993,4
1.8994463469118685,4
1.87526160489218,2
2.002650919940378,5
2.551257276414432,0
1.6852213902782613,5
2.1876789845862565,2
1.1194544216672384,4
2.0294091919526833,0
1.9369674284370018,0
1.9326224567840193,4
1.6582466823166988,0
2.3488332905571525,5
1.891916043460739,0
2.2181282239628333,4
1.7396808494505975,0
2.0266724568474572,4
2.5214933191266438,2
1.8420361245808907,4
2.5282150405037562,2
2.1298404487112883,5
1.9401472686335877,5
1.8190023542284297,4
1.6851962051546532,2
2.4493073664113796,0
1.8780813501792415,2
1.867307106073954,2
1.9816977384267906,2
1.5860015555808307,4
1.7905459599680662,0
2.115581357030928,4
1.6923725669502465,4
1.884279665283012,2
2.5520105250014713,4
2.1674828789120992,4
1.8358918226161598,4
1.8539029291611187,4
1.6796154631631928,4
2.520612962204468,0
2.157035108501329,2
1.2257659329163815,5
2.171448646122213,0
1.3254157908453421,0
2.1515757883517845,2
1.671687767022212,4
2.2049441325614567,2
1.8996346965277942,2
2.3545043657286637,4
2.477710723055239,4
1.8222132905112602,4
0.6825588366424826,4
1.549589210088302,2
2.1920078005999932,2
1.6661925900394503,2
2.414155888311451,2
2.0174391220350323,2
1.9018999335720874,4
2.081809876727347,0
1.6982179364680605,4
2.257625020730345,0
1.6041455763600059,4
2.005014279126489,2
2.1468240222667863,4
2.005014279126489,4
1.8176340538303706,4
1.869520310259183,4
2.2335147743225914,0
1.996748327458306,2
2.005258735479777,2
1.8954175101742843,0
2.0961368669698683,4
2.326276058031586,4
2.090082668398522,4
1.6440363047403004,4
2.4837743010467817,5
2.5326530793435733,1
1.9607627805609757,4
2.127270925502565,4
1.8218716821537129,0
1.6509468856821314,2
1.8592520297393749,2
2.1628312231251505,4
1.7134024601923232,0
1.753371670543617,4
2.169627489125884,2
1.6517117532058916,2
1.873086703993059,4
1.8467573278037042,4
1.3670358920187033,0
2.083285518238893,0
1.4246328761645581,5
1.8044224976311396,5
2.217222219357302,5
2.6294255218598512,1
2.0300063643584667,4
1.7903427668279634,5
1.438747008438198,0
1.3348376153193589,2
2.0666870383986735,2
2.0048901373180126,2
2.083573736746462,4
2.6039255049048764,4
1.8889077485230468,4
1.791568274039225,4
1.6016689815747844,5
2.0459989208536875,4
1.970663730988698,0
1.679310987132921,0
1.6889166998156266,4
2.0275817034456183,0
2.2977056746985096,4
2.189619992720932,4
1.6889166998156266,5
1.5423222878605305,5
1.9656136651544647,4
2.0200348042942133,4
2.026824543930779,4
2.619653321821422,0
1.7270648170472982,4
1.6412261288263794,5
1.7470982923976646,4
2.1703593738143425,4
2.240584393771318,4
1.7651529016234577,4
2.5377850352826807,4
1.8837272729824548,4
1.6156410788044326,2
1.8669405663134253,0
2.2853781269246825,0
1.9783803778951763,2
2.6683325096852575,2
1.864439162890999,4
2.170459596417918,2
1.9309623257513504,2
2.117362539534203,0
2.170467262543067,0
2.0353069896231863,5
1.8879588736485902,4
1.286553904512367,5
1.6018073148328034,0
2.173925688618468,5
1.5197252674405517,4
2.3759101597716996,4
1.6531559058777674,4
2.416513196380237,0
2.070262863654256,4
2.2290455292745883,5
1.7453036400480852,2
2.184285636679535,5
1.4793564237610393,2
1.6148000932033388,4
2.071701441615721,5
2.389821199321511,4
2.022973211881773,4
2.4661206203705457,4
2.2059311217028976,4
2.187251321366386,0
2.1528861382088906,4
2.4879663102676224,2
2.49312295437072,4
2.0280706161521946,4
2.1368840971265075,2
2.4745313715741273,4
2.0121839874143217,4
1.676177070739084,5
1.6535069506907036,4
1.5327003812240878,0
2.066639538898478,2
2.4841343469722013,4
1.8589530247090857,2
2.098133788417431,5
2.058873967031436,4
1.6423289896161513,1
2.394092511664225,0
2.1047570013979144,5
1.8607269508240611,2
2.2946332254462334,0
1.6982179364680605,4
0.9866875618101789,4
1.8106328375859948,2
2.083442944482448,2
2.199374705173731,4
2.2013939002685663,4
1.8070054051242666,2
1.8005582843611672,1
2.586459144867392,0
1.886482806688456,4
2.0671787379455777,4
2.394752475964858,2
1.9998450077705974,4
2.1022145205142264,4
1.5636202619626822,4
1.9816977384267906,0
2.0478691852683486,4
2.0838020988026713,2
1.624694876941009,4
1.7225809727595431,4
2.198395460872212,4
1.9816977384267906,4
1.6851962051546532,4
2.3374047287236266,2
2.005014279126489,2
2.4416218552531053,1
1.7483514339023278,5
2.257720761325105,5
1.6425034708794815,2
2.0057476481863534,2
1.7895152579096552,4
1.8786989232915516,0
1.7793992895636779,2
2.2742386960969325,4
1.6629639773725033,2
1.8972269910056436,4
1.8555979492691563,2
1.763706960500395,0
2.292598062312968,2
1.7612767608883722,0
2.3851085268485184,0
2.079052374883827,0
1.8856808588136005,2
2.1300849050645767,5
2.372763123015517,4
1.6524265911563183,4
1.5298491666315792,4
2.467516151363795,4
1.6382033150734503,2
2.0275817034456183,4
1.7980738354444932,2
2.03199296960271,2
2.163922449530316,4
1.7384033706842117,5
2.2253005754384474,4
2.519369533385812,4
2.1026241240602905,0
2.005014279126489,2
2.631636113633355,5
0.5764714113586207,4
1.990398322677582,2
1.9308042558434075,4
1.7044279539088343,4
1.7735945866051719,4
2.3328047687456737,4
2.0275817034456183,2
1.9049035007763089,4
2.023861208784645,4
1.774902977970906,0
2.257720761325105,4
1.8417122112348172,4
2.078217681708716,5
0.6946624406012323,5
2.547743336065799,4
2.1278896846919335,4
1.8542407421961613,0
2.0273372470923303,2
2.13558074251274,0
1.9610549199502296,4
2.292438658890535,0
1.6463310746511237,4
2.0364423155999614,4
2.574393206348363,2
1.9586480460442357,4
2.0679392817148647,4
1.973589328332331,4
1.853320262442248,5
2.5945250126634067,4
1.992748000071511,2
2.005014279126489,4
2.5963564393702283,4
1.9094160976701513,4
1.8566659160229237,4
2.262482398097248,4
1.9683611130339347,2
2.0187526396023006,2
1.9497570714403212,5
2.126665441915889,4
1.823821153959484,0
1.6665654904967449,5
1.934094272093596,4
1.8007960101910174,2
1.8458741761154431,4
1.7475847908783284,4
2.5137887913943517,2
1.7930747436392673,4
1.8786526687412244,4
1.813856771800669,4
2.032080138680107,2
2.1149859612522603,4
1.8945325039419776,2
2.459649392930233,0
2.09228566312615,5
1.9314046396537887,0
1.927744644321993,2
2.434825702911026,4
1.8901533752276598,4
1.484985990523041,4
1.9989288771077476,2
2.1043959130486107,5
2.2920853767609204,4
2.00350428625546,4
2.3931552835048557,2
2.389431221296222,4
1.8542407421961613,4
1.9046479978659092,4
1.5018188395622012,4
1.4774676784193443,4
1.7824139869891455,2
2.5276047279588454,4
1.836846271743492,4
2.2255323376758205,4
2.0273372470923303,2
1.874574420467299,4
2.403092684329849,4
2.005014279126489,5
1.6290514163304544,2
2.0119904489234877,5
1.936342951444993,2
1.7078321849427116,2
1.6372865142608246,2
2.061001688173006,4
1.6665937318497854,5
1.620284334516206,0
2.5963564393702283,4
2.055328845756046,4
2.300375001402939,4
1.8942339598487956,4
2.006830217204515,5
1.677430456323842,4
2.0252669841793773,4
0.5548595513947179,2
1.8075395016342806,0
2.381990231974275,4
2.105786758990005,0
1.9982600600602685,4
1.5215481724119577,4
1.7558073526776137,2
2.4359550903404816,4
1.9159428127597857,1
2.392332258493129,5
2.4971185739042348,2
2.1145581626340064,2
2.0275817034456183,4
2.302944589550063,2
1.7259323282374375,2
1.217275656503766,4
2.519041282612303,5
1.8244465118325406,0
1.6331360632207954,5
1.6851962051546532,4
2.113123432080249,5
2.140508392142105,4
2.043884321454545,4
2.419388522841879,4
2.1362077638988963,4
1.8205929374955736,0
1.910050765113242,4
2.0275817034456183,4
1.6517117532058916,2
2.129643171241253,1
2.0770691437251685,5
1.9291087709864243,2
2.211597658236518,2
0.2621650503283739,0
2.194091381995924,2
2.196477705503579,5
1.9645240108881117,4
1.4929707926754712,2
1.9113874958171608,4
2.4465552511058646,4
1.6504400092963647,5
1.6447388495723816,5
1.9402799255835566,4
1.8212002367947466,4
2.1546413064906327,4
2.010517278574669,4
1.9755110340049502,4
1.6851962051546532,4
2.2443855151912246,4
1.662948048693952,0
1.5861342827099958,4
1.6605466422186606,5
2.3616789274858974,4
1.6517117532058916,0
1.4678233857975354,4
1.9144066966834332,5
1.769370460047373,4
1.809840481093521,4
2.479844533261365,2
1.5794932078685981,2
2.104604331727893,5
1.9517138956565885,4
2.5707226647514556,4
2.0275817034456183,4
2.055055369305332,4
1.9401472686335877,2
2.005258735479777,4
1.9006523238649358,4
2.454007713231354,2
1.5216855001310006,4
2.0301431967242247,4
1.8943231171588795,4
1.8372516062663935,4
1.4735104070151706,2
1.914583392089096,0
2.0280706161521946,2
1.9154867215988802,4
2.0127937320225753,0
1.6644486499747453,4
2.1703593738143425,2
1.8350568756383523,2
2.004927221491594,4
2.4742703704300157,4
2.5131528930416165,2
2.5861967248349136,4
2.2588678174172507,5
2.4897709546837996,4
1.6152465874878623,4
1.8397260798955626,4
1.681945999665483,4
1.5320162497507916,4
1.766741660681383,4
1.8969825346523554,4
1.5336216744130624,0
1.6851962051546532,2
2.005014279126489,4
1.6507016197162674,2
2.4074135551016975,4
2.5964175534585503,1
2.0149458859034266,4
1.988184995517213,5
1.8914919373175856,4
1.8104629118161044,4
1.9087849996994404,0
2.171768414030083,0
1.8649437854668132,4
1.9914650948569426,1
1.5981958861675376,4
2.218932675194782,1
2.1261607364625092,2
1.7041505612512986,4
2.389134534469648,4
2.282742201883266,5
1.4672699635289048,5
1.5440043381065243,2
1.9956431443997746,2
2.17940367771761,0
1.8169476790180652,2
2.3292973238930172,4
2.2919142811703477,4
2.0224898741607342,5
2.196390278850502,0
1.6483313723133213,0
1.847792340412436,0
2.653386597357403,2
1.6739161122769977,2
1.7647146464265582,4
1.9911712399840693,4
2.514540058650367,0
2.6440163526295515,4
2.0275817034456183,4
1.4953314523035433,4
2.0083935176633902,4
0.8975504616579733,4
2.0151665606011684,4
1.9058252626018963,4
2.0010617566615236,4
2.2740802662723163,0
1.6733003850973283,0
2.2427150563843705,5
2.0761876651472786,2
1.8880001599439855,4
1.7437215324804387,5
1.5273800025247377,4
1.9807628804585908,0
2.410009093988491,5
1.9244870445385547,1
2.172765617578487,2
1.6517117532058916,0
2.250075135210317,5
1.792168028797033,1
1.6008005975275137,2
1.5749737995586204,5
1.8581262134162133,4
1.8537760043617533,4
2.341527536368746,1
1.933064488357053,0
1.8812459408777649,4
2.5139655726803016,2
1.708885266024678,5
2.1128723156252778,5
2.1323480443966285,2
1.7345581604274902,4
1.5972596293898325,0
1.7749522155574742,0
1.3635022020309715,2
2.1771321771043306,4
2.4745313715741273,5
1.7076062307553896,2
2.194499755176982,0
1.805812210103395,5
2.049063190979798,0
1.5791590023020405,5
2.256012081504922,5
1.6448870507454805,5
2.157922690690408,4
1.3480028811613562,4
1.9382956583580382,4
1.652464238937661,0
1.9470605810526969,2
1.5452309939433766,5
2.023861208784645,4
1.573388018851426,2
2.1992571128116327,4
2.289455410944858,2
2.109689147906729,5
2.134842982532575,2
2.032258853121466,4
2.5733024136359286,4
1.672646790556741,4
2.099906444548655,0
1.5366033856977999,0
2.5715975776541726,5
2.187701085965917,2
2.2272793796655685,5
1.909979641387046,4
2.0157827352223596,0
1.8870031072142694,0
2.194499755176982,0
1.7147417195510706,5
2.2207693533489645,2
1.6432360116010365,2
1.8699298978020769,4
2.0381584829482384,5
1.8815461242367322,5
1.787283044408685,4
2.413822296134603,4
2.0083801358483444,2
2.0389173026983296,4
1.1885608495062607,4
2.095776246459334,4
1.9822125437435345,2
2.173910870607631,4
1.653970646672819,2
1.6851962051546532,4
2.0606265474289254,5
2.0741019554241213,4
2.229696452013583,4
1.9251553010304954,4
2.0537999560409057,2
1.8942339598487956,0
2.2229721493461407,4
1.886193299169323,4
2.521844775908889,4
2.028368390019634,4
2.586459144867392,4
1.8691453513900058,2
2.297727649770648,4
1.9236183607567057,4
2.284264753433599,0
1.9313957445167613,0
2.058840961113924,4
2.0491720924405943,0
2.286958793864233,2
2.2510276563472065,4
1.742219664284424,2
1.501757725473879,2
1.2702859726636442,4
2.6683325096852575,2
1.806655557349435,2
1.8861162735218504,4
1.8120368957980129,5
1.6054380602805076,4
2.1268297172908976,4
2.1728777667465513,4
2.497046565419971,4
2.054334378683783,4
1.974009130837473,4
2.005258735479777,4
1.6625797328615923,2
1.6118300253176139,2
2.580730212426981,4
